ARPT_ID,ICAO_ID,ARPT_NAME,LAT_DECIMAL,LONG_DECIMAL,ELEV,RESP_ARTCC_ID,COMPUTER_ID,ARTCC_NAME,TWR_TYPE_CODE,DCC REGION,ASPM82,OEP35,Core30,Tower,Approach,Secondary Approach,Departure,Secondary Departure,Approach/Departure,Approach ID,Secondary Approach ID,Departure ID,Secondary Departure ID,Approach/Departure ID,Consolidated Approach,Consolidated Approach ID,OPSNET45
1VG2,,WHITEHALL FARM,38.12766666,-76.68916666,23,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
16VA,,ECHOLS FLD,38.33444444,-79.16055555,1782,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
5VG1,,BLACK BRIDGE,37.61553888,-79.50531666,808,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VG22,,ROCKFISH,37.87881944,-78.89355833,760,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VA85,,NEW CASTLE INTL,37.4834625,-80.09976944,1320,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VG19,,SAWYER,37.99067861,-75.59187111,13,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
9VA4,,FRANWOOD FARMS INC,38.69095027,-78.62945944,990,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
8W2,,NEW MARKET,38.65598472,-78.70849583,962.7,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,WASHINGTON ARTCC,,WASHINGTON ARTCC,,,ZDC,,ZDC,,,WASHINGTON ARTCC,ZDC,FALSE
PHF,KPHF,NEWPORT NEWS/WILLIAMSBURG INTL,37.13188888,-76.49297222,42.2,ZDC,ZCW,WASHINGTON,ATCT,Northeast,FALSE,FALSE,FALSE,NEWPORT NEWS,NORFOLK,,NORFOLK,,,ORF,,ORF,,,NORFOLK,ORF,FALSE
8VA8,,MARY IMMACULATE HOSPITAL,37.14365,-76.51083611,79,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
54VA,,RIVERSIDE HOSPITAL,37.06494166,-76.48383055,35,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
8VA9,,VALLEY VIEW,38.69208333,-77.55152777,240,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
NGU,KNGU,NORFOLK NS (CHAMBERS FLD),36.93746861,-76.28927805,14.8,ZDC,ZCW,WASHINGTON,ATCT,Northeast,FALSE,FALSE,FALSE,CHAMBERS,NORFOLK,,NORFOLK,,,ORF,,ORF,,,NORFOLK,ORF,FALSE
VA88,,SENTARA NORFOLK GENERAL HOSPITAL,36.86168888,-76.30480277,269,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
NCL,KNCL,COMLANTFLT,36.93199444,-76.30194722,14,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VA15,,SENTARA LEIGH HOSPITAL,36.85121666,-76.19154166,21,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
ORF,KORF,NORFOLK INTL,36.89460416,-76.20122916,26.4,ZDC,ZCW,WASHINGTON,ATCT-TRACON,Northeast,FALSE,FALSE,FALSE,NORFOLK,NORFOLK,,NORFOLK,,NORFOLK,ORF,,ORF,,,NORFOLK,ORF,FALSE
PVG,KPVG,HAMPTON ROADS EXEC,36.7807648,-76.45128036,28,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,NORFOLK,,NORFOLK,,,ORF,,ORF,,,NORFOLK,ORF,FALSE
75VA,,NORTON COMMUNITY HOSPITAL,36.93356111,-82.64275277,2274,ZID,ZCI,INDIANAPOLIS,NON-ATCT,Southeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
CPK,KCPK,CHESAPEAKE RGNL,36.6656175,-76.32065583,18.7,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,NORFOLK,,NORFOLK,,,ORF,,ORF,,,NORFOLK,ORF,FALSE
NHU,KNHU,NORFOLK NS,36.95565277,-76.30375694,10,ZDC,ZCW,WASHINGTON,ATCT,Northeast,FALSE,FALSE,FALSE,HELIPORT TOWER,,,,,,,,,,,,,FALSE
11VG,,DEVIL'S REACH LANDING,38.20944444,-77.00055555,28,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VA92,,PEACE AND PLENTY FARM,37.72388888,-75.78611111,8,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
3VG6,,RIVERSIDE SHORE MEML HOSPITAL,37.6962975,-75.7231775,42,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VG20,,ONLEY,37.67513111,-75.70992888,45,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
OMH,KOMH,ORANGE COUNTY,38.24720277,-78.04562111,464.4,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,POTOMAC,,POTOMAC,,,PCT,,PCT,,,POTOMAC,PCT,FALSE
90VA,,HEN & BACON,38.21805555,-78.21194444,430,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
2VG7,,SEVEN GABLES,38.16388888,-77.85,411,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VA20,,PAINTER FLD,37.56759305,-75.79385972,40,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
53VG,,THE SALMON  FARM,37.61388888,-75.80111111,41,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VG16,,LANDIS,36.62513611,-80.17060277,1100,ZTL,ZCT,ATLANTA,NON-ATCT,Southeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VA67,,CARILION GILES COMMUNITY HOSPITAL,37.333875,-80.71264722,1984,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
PTB,KPTB,TRI CITIES EXEC/DINWIDDIE COUNTY,37.18430138,-77.50617444,192.7,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,POTOMAC,,POTOMAC,,,PCT,,PCT,,,POTOMAC,PCT,FALSE
66VG,,BON SECOURS MERCY HEALTH PETERSBURG LLC,37.18216666,-77.36072222,162.3,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
10VG,,WAVY TV,36.82970277,-76.29834444,20,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VA26,,COASTAL SEAPLANES DOWNTOWN,36.846067,-76.299095,0,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
4VA0,,EGYPT FARMS,39.04587222,-77.70826666,459,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
NYG,KNYG,QUANTICO MCAF (TURNER FLD),38.5036245,-77.30503391,10.3,ZDC,ZCW,WASHINGTON,ATCT-RATCF,Northeast,FALSE,FALSE,FALSE,QUANTICO,POTOMAC,,POTOMAC,,POTOMAC; QUANTICO,PCT,,PCT,,,POTOMAC / POTOMAC; QUANTICO,PCT,FALSE
W96,,NEW KENT COUNTY,37.50342944,-77.12655833,120.7,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,POTOMAC,,POTOMAC,,,PCT,,PCT,,,POTOMAC,PCT,FALSE
99VA,,VCU HEALTH NEW KENT ED,37.50552,-77.187832,62.1,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
28VA,,RADFORD AAP,37.18484888,-80.52561111,1710,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
68VA,,CARILION NEW RIVER VALLEY MEDICAL CENTER,37.08796111,-80.50597222,3130,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VA98,,REEDVILLE,37.82818555,-76.27327694,12,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VA99,,FEDERHART-OPHELIA,37.905375,-76.29059722,13,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
6VA0,,REMO PRIVATE,37.81874277,-76.31772305,13,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
29VA,,RHYNALDS RANCH,38.52929111,-77.73888055,285,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VG07,,RULAR,38.53888888,-77.82833333,305,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VA54,,CRIPPEN'S,39.01233333,-77.332,475,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
43VA,,RESTON HOSPITAL CENTER,38.96268888,-77.36375,480,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VG12,,SIMPSONVILLE,38.33346388,-77.86638333,400,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
30VA,,CLINCH VALLEY MEDICAL CENTER,37.09487222,-81.81878611,1965,ZID,ZCI,INDIANAPOLIS,NON-ATCT,Southeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
JFZ,KJFZ,TAZEWELL COUNTY,37.06374638,-81.79826583,2653.1,ZTL,ZCT,ATLANTA,NON-ATCT,Southeast,FALSE,FALSE,FALSE,,ATLANTA ARTCC,,ATLANTA ARTCC,,,ZTL,,ZTL,,,ATLANTA ARTCC,ZTL,FALSE
60VA,,H D H,37.60309166,-77.54146944,260,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VG45,,VCU HEALTH SYSTEM-MAIN HOSP,37.53973611,-77.4294,343,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
37VA,,ST MARY'S HOSPITAL,37.5824,-77.5136,263,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
80VA,,HOLLY SPRINGS,37.791255,-77.82471611,250,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
4VA8,,CHRISTIAN'S,37.61375555,-77.29581111,125,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VG02,,INNSBROOK TECHNICAL CENTER,37.65458055,-77.58221388,150,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
OFP,KOFP,HANOVER COUNTY MUNI,37.70893805,-77.43663777,206.8,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,POTOMAC,,POTOMAC,,,PCT,,PCT,,,POTOMAC,PCT,FALSE
VG17,,DEFENSE SUPPLY CENTER RICHMOND,37.42361111,-77.45055555,115,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
FCI,KFCI,RICHMOND EXEC/CHESTERFIELD COUNTY,37.40644444,-77.52483333,236.1,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,POTOMAC,,POTOMAC,,,PCT,,PCT,,,POTOMAC,PCT,FALSE
RIC,KRIC,RICHMOND INTL,37.50518111,-77.31973861,167.5,ZDC,ZCW,WASHINGTON,ATCT,Northeast,FALSE,FALSE,FALSE,RICHMOND,POTOMAC,,POTOMAC,,,PCT,,PCT,,,POTOMAC,PCT,FALSE
0VA6,,MC GUIRE VA MEDICAL CENTER PAD,37.49609166,-77.46231388,178,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
6VA3,,CHIPPENHAM HOSPITAL,37.51469444,-77.52665833,307,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
7VA7,,VIRGINIA DMV HEADQUARTERS,37.56138888,-77.46222222,201,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
8VA0,,VCU HEALTH SYSTEM-I LOT,37.54833333,-77.431,153.4,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
9VA6,,SAUNDERS FLD,37.58139861,-77.91877083,321,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
5VA4,,MATTS,37.72158888,-77.22034027,95,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VG41,,JOHNSTON WILLIS,37.50972222,-77.59388888,350,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VG10,,VCU CHILDRENS MED CNTR,37.54063333,-77.43162777,448,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VA02,,PACE,36.58541555,-79.89392861,800,ZTL,ZCT,ATLANTA,NON-ATCT,Southeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
4VA9,,PLEASANTDALE FLD,38.56901166,-77.92055083,420,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
ROA,KROA,ROANOKE/BLACKSBURG RGNL (WOODRUM FLD),37.32547222,-79.97541666,1175.2,ZDC,ZCW,WASHINGTON,ATCT-TRACON,Northeast,FALSE,FALSE,FALSE,ROANOKE,ROANOKE,,ROANOKE,,ROANOKE,ROA,,ROA,,,ROANOKE,ROA,FALSE
VG47,,CARILION PATIENT TRANSPORTATION SERVICES,37.25212222,-79.94949722,946,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VG62,,CARILION ROANOKE MEML HOSPITAL,37.25069533,-79.94320955,1109,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
81VA,,FERGUSON,37.11805555,-79.78861111,1050,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
0VA4,,WORLEY FLD,36.95013972,-79.87947805,1219,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VG40,,WOODY FLD,36.88682222,-79.863925,1150,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VG46,,CARILION FRANKLIN MEML HOSPITAL,36.99331666,-79.89000277,1153,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VG53,,VENNING'S LANDING,37.04361111,-79.80138888,1100,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VG58,,ABBOTT,36.94533333,-79.79666666,981,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
6VA6,,ROSELAND RESCUE SQUAD,37.76280833,-78.979,720,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VA13,,BREEZY KNOLL,37.2654225,-79.0427975,785,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
1VA0,,SABOT,37.62931305,-77.74749361,255,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
19VA,,FLYING W,36.88972222,-82.29777777,1760,ZTL,ZCT,ATLANTA,NON-ATCT,Southeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
1VA2,,LEWIS GALE CLINIC INC,37.26323055,-80.02943888,1070,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
6VA4,,SUMMIT,37.28485666,-80.0697625,1030,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
13VG,,MAY,37.307475,-80.10088333,1430,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
39VA,,LEWIS GALE MEDICAL CENTER,37.26365277,-80.03084722,1074,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
W75,,HUMMEL FLD,37.60361472,-76.44645444,30,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,NORFOLK,,NORFOLK,,,ORF,,ORF,,,NORFOLK,ORF,FALSE
2VA6,,NIMCOCK,37.62375166,-76.601065,85,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
65VA,,GRAYSON,37.84466666,-78.547,445,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
31VA,,ABERDEEN FLD,37.02375916,-76.58856472,33,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VA90,,ISLE OF WIGHT VOLUNTEER RESCUE SQUAD,36.96116666,-76.63444444,38,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
2VA9,,RIVERSIDE SMITHFIELD HOSPITAL,36.93701944,-76.58859444,55,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
W78,,WILLIAM M TUCK,36.70937241,-78.84833747,419.8,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,WASHINGTON ARTCC,,WASHINGTON ARTCC,,,ZDC,,ZDC,,,WASHINGTON ARTCC,ZDC,FALSE
5VA0,,SOUTH BOSTON MEDICAL,36.718295,-78.90905097,460,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,WASHINGTON ARTCC,,WASHINGTON ARTCC,,,ZDC,,ZDC,,,WASHINGTON ARTCC,ZDC,FALSE
3VG9,,POTTS LANDING,36.70194444,-79.13388888,550,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
AVC,KAVC,MECKLENBURG-BRUNSWICK RGNL,36.68827777,-78.05447222,441.4,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,WASHINGTON ARTCC,,WASHINGTON ARTCC,,,ZDC,,ZDC,,,WASHINGTON ARTCC,ZDC,FALSE
35VA,,COMMUNITY MEML HOSPITAL,36.75134722,-78.10476944,470,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
41VA,,STAFFORD HOSPITAL CENTER,38.41444444,-77.40722222,213,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
SHD,KSHD,SHENANDOAH VALLEY RGNL,38.26383333,-78.89644444,1201,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,POTOMAC,,POTOMAC,,,PCT,,PCT,,,POTOMAC,PCT,FALSE
VA17,,MULBERRY RUN,39.03594055,-78.39222805,820,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
1VA1,,MICRO,36.73613194,-80.44540694,2964.2,ZTL,ZCT,ATLANTA,NON-ATCT,Southeast,FALSE,FALSE,FALSE,,ROANOKE,,ROANOKE,,,ROA,,ROA,,,ROANOKE,ROA,FALSE
SFQ,KSFQ,SUFFOLK EXEC,36.68288844,-76.59962316,70.1,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,NORFOLK,,NORFOLK,,,ORF,,ORF,,,NORFOLK,ORF,FALSE
17VA,,BELLEHARBOUR,36.86318333,-76.45033888,20,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
2VA2,,MELVILLE AIRSTRIP,37.14598166,-76.78995944,90,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VA78,,WHITE OAK FARM,37.07155277,-76.87446388,91,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VG05,,PAYNE,37.87958666,-78.05749916,463,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
TGI,KTGI,TANGIER ISLAND,37.82586527,-75.9976625,5.4,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,PATUXENT,POTOMAC,PATUXENT,POTOMAC,,NHK,PCT,NHK,PCT,,PATUXENT / POTOMAC,NHK / PCT,FALSE
VG49,,TAPPAHANNOCK HOSPITAL,37.90183611,-76.87696111,42,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
XSA,KXSA,TAPPAHANNOCK/ESSEX COUNTY,37.85960916,-76.89411944,135.2,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,POTOMAC,,POTOMAC,,,PCT,,PCT,,,POTOMAC,PCT,FALSE
VA89,,DOVES NEST FLD,37.94777777,-76.97097222,160,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VA07,,BURKES GARDEN,37.09567222,-81.36927111,3060,ZTL,ZCT,ATLANTA,NON-ATCT,Southeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
38VG,,CARILION TAZEWELL COMMUNITY HOSPITAL,37.12316388,-81.48968611,2477,ZTL,ZCT,ATLANTA,NON-ATCT,Southeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VA60,,FLYING HORSE FARM,39.05149611,-77.77749444,450,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
2VA5,,ROSEGILL FARM AIRSTRIP,37.63069555,-76.5649525,32,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
82VA,,ROOT FLD,38.1731875,-78.96919333,1290,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
42VA,,VIRGINIA BEACH,36.67890416,-76.03277638,15,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VA38,,LZ ALFA,36.793205,-75.96465083,10,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
NTU,KNTU,OCEANA NAS (APOLLO SOUCEK FLD),36.82274583,-76.03189472,21.7,ZDC,ZCW,WASHINGTON,ATCT-RATCF,Northeast,FALSE,FALSE,FALSE,OCEANA,OCEANA,,OCEANA,,OCEANA,NTU,,NTU,,,OCEANA,NTU,FALSE
2VA7,,VIRGINIA BEACH GENERAL HOSPITAL,36.86686111,-76.02357777,25,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
56VA,,VIRGINIA BEACH MUNI,36.75098305,-76.05826527,12,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
2VG5,,BREEDEN COMPANY,36.83131666,-76.06603333,8,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
42VG,,SENTARA PRINCESS ANNE,36.77635,-76.09951388,15,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
VA44,,COASTAL SEAPLANES VIRGINIA BEACH,36.898821,-76.0322745,0,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,,,,,,,,,,,,,FALSE
AKQ,KAKQ,WAKEFIELD MUNI,36.98722222,-77.00113888,111.4,ZDC,ZCW,WASHINGTON,NON-ATCT,Northeast,FALSE,FALSE,FALSE,,NORFOLK,,NORFOLK,,,ORF,,ORF,,,NORFOLK,ORF,FALSE
WAL,KWAL,WALLOPS FLIGHT FACILITY,37.94019444,-75.46638888,40.2,ZDC,ZCW,WASHINGTON,ATCT,Northeast,FALSE,FALSE,FALSE,WALLOPS,PATUXENT,POTOMAC,PATUXENT,POTOMAC,,NHK,PCT,NHK,PCT,,PATUXENT / POTOMAC,NHK / PCT,FALSE
